1, none, deep_aether:aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
768, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:slime, 50, 4, 4
769, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:witch, 5, 1, 1
770, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:stray, 50, 4, 4
771, icy, regions_unexplored:cold_boreal_taiga, MONSTER, eidolon:zombie_brute, 50, 1, 3
772, icy, regions_unexplored:cold_boreal_taiga, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
773, icy, regions_unexplored:cold_boreal_taiga, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
774, icy, regions_unexplored:cold_boreal_taiga, MONSTER, eidolon:wraith, 50, 1, 3
775, icy, regions_unexplored:cold_boreal_taiga, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
776, icy, regions_unexplored:cold_boreal_taiga, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
777, icy, regions_unexplored:cold_boreal_taiga, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
778, icy, regions_unexplored:cold_boreal_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
779, icy, regions_unexplored:cold_boreal_taiga, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
780, icy, regions_unexplored:cold_boreal_taiga, CREATURE, unusualprehistory:smilodon, 10, 2, 4
781, icy, regions_unexplored:cold_boreal_taiga, CREATURE, mythicmounts:firebird, 10, 1, 1
782, icy, regions_unexplored:cold_boreal_taiga, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
783, icy, regions_unexplored:cold_boreal_taiga, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
784, icy, regions_unexplored:cold_boreal_taiga, CREATURE, minecraft:pig, 30, 1, 1
785, icy, regions_unexplored:cold_boreal_taiga, CREATURE, unusualprehistory:mammoth, 10, 3, 4
786, icy, regions_unexplored:cold_boreal_taiga, CREATURE, snuffles:snuffle, 10, 1, 3
787, icy, regions_unexplored:cold_boreal_taiga, CREATURE, quark:stoneling, 10, 1, 1
788, icy, regions_unexplored:cold_boreal_taiga, CREATURE, mythicmounts:acencia, 15, 2, 3
789, icy, regions_unexplored:cold_boreal_taiga, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
790, icy, regions_unexplored:cold_boreal_taiga, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
791, icy, regions_unexplored:cold_boreal_taiga, AMBIENT, minecraft:bat, 10, 8, 8
792, icy, regions_unexplored:cold_boreal_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
793, icy, regions_unexplored:cold_boreal_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
794, icy, regions_unexplored:cold_boreal_taiga, rascals, friendsandfoes:rascal, 10, 1, 1
795, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:spider, 50, 4, 4
796, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie, 50, 4, 4
797, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
798, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:skeleton, 20, 4, 4
799, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:slime, 50, 4, 4
800, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
801, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:stray, 50, 4, 4
802, none, regions_unexplored:cold_deciduous_forest, MONSTER, eidolon:zombie_brute, 50, 1, 3
803, none, regions_unexplored:cold_deciduous_forest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
804, none, regions_unexplored:cold_deciduous_forest, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
805, none, regions_unexplored:cold_deciduous_forest, MONSTER, eidolon:wraith, 50, 1, 3
806, none, regions_unexplored:cold_deciduous_forest, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
807, none, regions_unexplored:cold_deciduous_forest, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
808, none, regions_unexplored:cold_deciduous_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
809, none, regions_unexplored:cold_deciduous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
810, none, regions_unexplored:cold_deciduous_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
811, none, regions_unexplored:cold_deciduous_forest, CREATURE, unusualprehistory:smilodon, 10, 2, 4
812, none, regions_unexplored:cold_deciduous_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
813, none, regions_unexplored:cold_deciduous_forest, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
814, none, regions_unexplored:cold_deciduous_forest, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
815, none, regions_unexplored:cold_deciduous_forest, CREATURE, minecraft:pig, 30, 1, 1
816, none, regions_unexplored:cold_deciduous_forest, CREATURE, unusualprehistory:mammoth, 10, 3, 4
817, none, regions_unexplored:cold_deciduous_forest, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
818, none, regions_unexplored:cold_deciduous_forest, AMBIENT, minecraft:bat, 10, 8, 8
819, none, regions_unexplored:cold_deciduous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
820, none, regions_unexplored:cold_deciduous_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
821, none, regions_unexplored:cold_deciduous_forest, rascals, friendsandfoes:rascal, 10, 1, 1
822, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 50, 4, 4
823, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 50, 4, 4
824, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
825, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
826, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 50, 4, 4
827, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 50, 4, 4
828, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
829, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
830, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
831, ocean, minecraft:cold_ocean, MONSTER, eidolon:zombie_brute, 50, 1, 3
832, ocean, minecraft:cold_ocean, MONSTER, eidolon:wraith, 50, 1, 3
833, ocean, minecraft:cold_ocean, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
834, ocean, minecraft:cold_ocean, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
835, ocean, minecraft:cold_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
836, ocean, minecraft:cold_ocean, CREATURE, unusualprehistory:smilodon, 10, 2, 4
837, ocean, minecraft:cold_ocean, CREATURE, mythicmounts:firebird, 10, 1, 1
838, ocean, minecraft:cold_ocean, CREATURE, species:limpet, 10, 1, 1
839, ocean, minecraft:cold_ocean, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
840, ocean, minecraft:cold_ocean, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
841, ocean, minecraft:cold_ocean, CREATURE, minecraft:pig, 30, 1, 1
842, ocean, minecraft:cold_ocean, CREATURE, unusualprehistory:mammoth, 10, 3, 4
843, ocean, minecraft:cold_ocean, CREATURE, quark:stoneling, 10, 1, 1
844, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
845, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
846, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
847, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 50, 1, 4
848, ocean, minecraft:cold_ocean, WATER_CREATURE, spawn:tuna, 15, 1, 1
849, ocean, minecraft:cold_ocean, WATER_CREATURE, unusualprehistory:ammon, 10, 1, 5
850, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
851, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
852, ocean, minecraft:cold_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
853, river, regions_unexplored:cold_river, MONSTER, minecraft:spider, 50, 4, 4
854, river, regions_unexplored:cold_river, MONSTER, minecraft:zombie, 50, 4, 4
855, river, regions_unexplored:cold_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
856, river, regions_unexplored:cold_river, MONSTER, minecraft:skeleton, 50, 4, 4
857, river, regions_unexplored:cold_river, MONSTER, minecraft:creeper, 50, 4, 4
858, river, regions_unexplored:cold_river, MONSTER, minecraft:slime, 50, 4, 4
859, river, regions_unexplored:cold_river, MONSTER, minecraft:enderman, 5, 1, 4
860, river, regions_unexplored:cold_river, MONSTER, minecraft:witch, 5, 1, 1
861, river, regions_unexplored:cold_river, MONSTER, minecraft:drowned, 10, 1, 1
862, river, regions_unexplored:cold_river, MONSTER, eidolon:zombie_brute, 50, 1, 3
863, river, regions_unexplored:cold_river, MONSTER, eidolon:wraith, 50, 1, 3
864, river, regions_unexplored:cold_river, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
865, river, regions_unexplored:cold_river, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
866, river, regions_unexplored:cold_river, CREATURE, mythicmounts:firebird, 10, 1, 1
867, river, regions_unexplored:cold_river, CREATURE, unusualprehistory:ulughbegsaurus, 10, 1, 1
868, river, regions_unexplored:cold_river, CREATURE, unusualprehistory:austroraptor, 10, 1, 1
869, river, regions_unexplored:cold_river, CREATURE, minecraft:pig, 30, 1, 1
870, river, regions_unexplored:cold_river, CREATURE, quark:stoneling, 10, 1, 1
871, river, regions_unexplored:cold_river, AMBIENT, minecraft:bat, 10, 8, 8
872, river, regions_unexplored:cold_river, AMBIENT, crittersandcompanions:dragonfly, 10, 1, 2
873, river, regions_unexplored:cold_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
874, river, regions_unexplored:cold_river, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
875, river, regions_unexplored:cold_river, WATER_CREATURE, minecraft:squid, 50, 1, 4
876, river, regions_unexplored:cold_river, WATER_CREATURE, crittersandcompanions:otter, 10, 1, 2
877, river, regions_unexplored:cold_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
878, river, regions_unexplored:cold_river, WATER_AMBIENT, crittersandcompanions:koi_fish, 10, 2, 3
879, river, regions_unexplored:cold_river, rascals, friendsandfoes:rascal, 10, 1, 1
880, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
881, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
882, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
883, nether, minecraft:crimson_forest, MONSTER, endermanoverhaul:crimson_forest_enderman, 10, 1, 2
884, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 10, 4, 4
885, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 50, 1, 2
886, nether, minecraft:crimson_forest, CREATURE, earthmobsmod:baby_ghast, 50, 3, 4
887, nether, minecraft:crimson_forest, CREATURE, quark:foxhound, 10, 1, 1
888, nether, minecraft:crimson_forest, AMBIENT, mythicmounts:netherbat, 50, 2, 4
889, nether, minecraft:crimson_forest, AMBIENT, mythicmounts:netherbat, 50, 2, 4
890, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:lava_pufferfish, 15, 1, 5
891, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
892, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
893, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
894, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:wither_bonefish, 10, 1, 3
895, nether, minecraft:crimson_forest, WATER_AMBIENT, netherdepthsupgrade:eyeball_fish, 10, 2, 4
896, none, the_bumblezone:crystal_canyon, MONSTER, minecraft:slime, 20, 1, 1
897, none, the_bumblezone:crystal_canyon, MONSTER, minecraft:enderman, 5, 1, 1
898, none, the_bumblezone:crystal_canyon, MONSTER, minecraft:phantom, 10, 1, 1
899, none, the_bumblezone:crystal_canyon, CREATURE, minecraft:bee, 50, 4, 8
900, none, the_bumblezone:crystal_canyon, CREATURE, the_bumblezone:honey_slime, 35, 1, 3
901, none, the_bumblezone:crystal_canyon, CREATURE, the_bumblezone:beehemoth, 10, 1, 1
902, none, the_bumblezone:crystal_canyon, CREATURE, the_bumblezone:variant_bee, 10, 1, 2
903, none, galosphere:crystal_canyons, MONSTER, minecraft:spider, 50, 4, 4
904, none, galosphere:crystal_canyons, MONSTER, minecraft:zombie, 50, 4, 4
905, none, galosphere:crystal_canyons, MONSTER, minecraft:zombie_villager, 10, 1, 1
906, none, galosphere:crystal_canyons, MONSTER, minecraft:skeleton, 50, 4, 4
907, none, galosphere:crystal_canyons, MONSTER, minecraft:creeper, 50, 4, 4
908, none, galosphere:crystal_canyons, MONSTER, minecraft:slime, 50, 4, 4
909, none, galosphere:crystal_canyons, MONSTER, minecraft:enderman, 5, 1, 4
910, none, galosphere:crystal_canyons, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
911, none, galosphere:crystal_canyons, CREATURE, minecraft:pig, 30, 1, 1
912, none, galosphere:crystal_canyons, CREATURE, mythicmounts:firebird, 10, 1, 1
913, none, galosphere:crystal_canyons, AMBIENT, minecraft:bat, 10, 8, 8
914, none, galosphere:crystal_canyons, AMBIENT, mythicmounts:dragon, 10, 1, 1
915, none, galosphere:crystal_canyons, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
916, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
917, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, galosphere:sparkle, 30, 4, 6
918, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
919, none, galosphere:crystal_canyons, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
920, none, galosphere:crystal_canyons, rascals, friendsandfoes:rascal, 10, 1, 1
921, none, fokastudio:crystal_crags, MONSTER, quark:stoneling, 50, 1, 1
922, none, fokastudio:crystal_crags, MONSTER, quark:toretoise, 50, 2, 4
923, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
924, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
925, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
926, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
927, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
928, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
929, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
930, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
931, none, fokastudio:crystal_crags, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
932, the_end, stellarity:crystal_crags, MONSTER, minecraft:enderman, 5, 4, 4
933, the_end, stellarity:crystal_crags, MONSTER, minecraft:skeleton, 10, 2, 3
934, the_end, stellarity:crystal_crags, MONSTER, minecraft:silverfish, 10, 1, 2
935, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 50, 4, 4
936, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 50, 4, 4
937, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
938, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 50, 4, 4
939, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 50, 4, 4
940, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 50, 4, 4
941, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
942, forest, minecraft:dark_forest, MONSTER, eidolon:zombie_brute, 50, 1, 3
943, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:dark_oak_creeper, 50, 2, 2
944, forest, minecraft:dark_forest, MONSTER, endermanoverhaul:dark_oak_enderman, 10, 1, 4
945, forest, minecraft:dark_forest, MONSTER, eidolon:wraith, 50, 1, 3
946, forest, minecraft:dark_forest, MONSTER, earthmobsmod:bone_spider, 10, 1, 1
947, forest, minecraft:dark_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
948, forest, minecraft:dark_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
949, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
950, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
951, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
952, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
953, forest, minecraft:dark_forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
954, forest, minecraft:dark_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
955, forest, minecraft:dark_forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
956, forest, minecraft:dark_forest, CREATURE, mythicmounts:moth, 20, 1, 2
957, forest, minecraft:dark_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
958, forest, minecraft:dark_forest, CREATURE, eidolon:raven, 10, 2, 4
959, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 2, 3
960, forest, minecraft:dark_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
961, forest, minecraft:dark_forest, CREATURE, species:limpet, 10, 1, 1
962, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 30, 1, 1
963, forest, minecraft:dark_forest, CREATURE, quark:stoneling, 10, 1, 1
964, forest, minecraft:dark_forest, CREATURE, mythicmounts:moth, 20, 1, 2
965, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
966, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
967, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
968, forest, minecraft:dark_forest, rascals, friendsandfoes:rascal, 10, 1, 1
969, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:spider, 50, 4, 4
970, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie, 50, 4, 4
971, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
972, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:skeleton, 50, 4, 4
973, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:creeper, 50, 4, 4
974, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:slime, 50, 4, 4
975, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:enderman, 5, 1, 4
976, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
977, forest, regions_unexplored:deciduous_forest, MONSTER, eidolon:zombie_brute, 50, 1, 3
978, forest, regions_unexplored:deciduous_forest, MONSTER, eidolon:wraith, 50, 1, 3
979, forest, regions_unexplored:deciduous_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
980, forest, regions_unexplored:deciduous_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
981, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:sheep, 12, 4, 4
982, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:pig, 10, 4, 4
983, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:chicken, 10, 4, 4
984, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:cow, 10, 4, 4
985, forest, regions_unexplored:deciduous_forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
986, forest, regions_unexplored:deciduous_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
987, forest, regions_unexplored:deciduous_forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
988, forest, regions_unexplored:deciduous_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
989, forest, regions_unexplored:deciduous_forest, CREATURE, eidolon:raven, 10, 2, 4
990, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:cow, 10, 2, 3
991, forest, regions_unexplored:deciduous_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
992, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:pig, 30, 1, 1
993, forest, regions_unexplored:deciduous_forest, CREATURE, quark:stoneling, 10, 1, 1
994, forest, regions_unexplored:deciduous_forest, AMBIENT, minecraft:bat, 10, 8, 8
995, forest, regions_unexplored:deciduous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
996, forest, regions_unexplored:deciduous_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
997, forest, regions_unexplored:deciduous_forest, rascals, friendsandfoes:rascal, 10, 1, 1
998, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 50, 4, 4
999, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 50, 4, 4
1000, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1001, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
1002, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 50, 4, 4
1003, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 50, 4, 4
1004, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1005, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1006, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1007, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:zombie_brute, 50, 1, 3
1008, ocean, minecraft:deep_cold_ocean, MONSTER, eidolon:wraith, 50, 1, 3
1009, ocean, minecraft:deep_cold_ocean, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
1010, ocean, minecraft:deep_cold_ocean, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1011, ocean, minecraft:deep_cold_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1012, ocean, minecraft:deep_cold_ocean, CREATURE, unusualprehistory:smilodon, 10, 2, 4
1013, ocean, minecraft:deep_cold_ocean, CREATURE, mythicmounts:firebird, 10, 1, 1
1014, ocean, minecraft:deep_cold_ocean, CREATURE, species:limpet, 10, 1, 1
1015, ocean, minecraft:deep_cold_ocean, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
1016, ocean, minecraft:deep_cold_ocean, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
1017, ocean, minecraft:deep_cold_ocean, CREATURE, minecraft:pig, 30, 1, 1
1018, ocean, minecraft:deep_cold_ocean, CREATURE, unusualprehistory:mammoth, 10, 3, 4
1019, ocean, minecraft:deep_cold_ocean, CREATURE, quark:stoneling, 10, 1, 1
1020, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1021, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
1022, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
1023, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 50, 1, 4
1024, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, spawn:tuna, 15, 1, 1
1025, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, unusualprehistory:ammon, 10, 1, 5
1026, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1027, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1028, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, spawn:angler_fish, 10, 1, 5
1029, ocean, minecraft:deep_cold_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
1030, none, minecraft:deep_dark, MONSTER, unusualprehistory:encrusted, 10, 1, 2
1031, none, minecraft:deep_dark, CREATURE, quark:stoneling, 50, 1, 1
1032, none, minecraft:deep_dark, CREATURE, quark:toretoise, 50, 2, 4
1033, none, minecraft:deep_dark, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1034, none, minecraft:deep_dark, CREATURE, mythicmounts:firebird, 10, 1, 1
1035, none, minecraft:deep_dark, AMBIENT, mythicmounts:dragon, 10, 1, 1
1036, none, minecraft:deep_dark, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
1037, none, minecraft:deep_dark, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
1038, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:stray, 50, 4, 4
1039, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
1040, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1041, ocean, minecraft:deep_frozen_ocean, MONSTER, aquamirae:maw, 50, 1, 2
1042, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1043, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1044, ocean, minecraft:deep_frozen_ocean, AMBIENT, aquamirae:golden_moth, 50, 1, 3
1045, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
1046, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
1047, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 3
1048, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, spawn:angler_fish, 10, 1, 5
1049, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquamirae:spinefish, 30, 1, 2
1050, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquamirae:luminous_jelly, 10, 1, 2
1051, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 50, 4, 4
1052, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 50, 4, 4
1053, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1054, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
1055, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 50, 4, 4
1056, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1057, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1058, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1059, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:zombie_brute, 50, 1, 3
1060, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
1061, ocean, minecraft:deep_lukewarm_ocean, MONSTER, eidolon:wraith, 50, 1, 3
1062, ocean, minecraft:deep_lukewarm_ocean, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
