1, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
382, mvs:other_decoration/mine_with_campsite, HEADING, header:ignore, 0, 0, 0
383, mvs:other_decoration/mushroom_statue, HEADING, header:ignore, 0, 0, 0
384, mvs:other_decoration/nether_devil, HEADING, header:ignore, 0, 0, 0
385, mvs:other_decoration/pile, HEADING, header:ignore, 0, 0, 0
386, mvs:other_decoration/snowy_dog_hut, HEADING, header:ignore, 0, 0, 0
387, mvs:other_decoration/snowy_fossil, HEADING, header:ignore, 0, 0, 0
388, mvs:other_decoration/stone_bee, HEADING, header:ignore, 0, 0, 0
389, mvs:other_decoration/villager_statue, HEADING, header:ignore, 0, 0, 0
390, mvs:other_decoration/wheat_grain_bin, HEADING, header:ignore, 0, 0, 0
391, mvs:other_decoration/windmill, HEADING, header:ignore, 0, 0, 0
392, mvs:other_decoration/wooden_wheat_farm, HEADING, header:ignore, 0, 0, 0
393, mvs:out_house, HEADING, header:ignore, 0, 0, 0
394, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
395, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
396, the_bumblezone:overgrown_flower, HEADING, header:ignore, 0, 0, 0
397, verdantvibes:palm_campfire, HEADING, header:ignore, 0, 0, 0
398, formationsnether:parkour_challenge, HEADING, header:ignore, 0, 0, 0
399, mes:phantom_citadel, HEADING, header:ignore, 0, 0, 0
400, orpheus:philosopher_pillager_outpost, HEADING, header:ignore, 0, 0, 0
401, dungeons_enhanced:pillager_camp, HEADING, header:ignore, 0, 0, 0
402, dungeons_enhanced:pillager_camp, MONSTER, minecraft:pillager, 10, 2, 3
403, dungeons_enhanced:pillager_camp, MONSTER, minecraft:vindicator, 10, 1, 2
404, idas:pillager_camp, HEADING, header:ignore, 0, 0, 0
405, idas:pillager_fortress, HEADING, header:ignore, 0, 0, 0
406, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
407, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 1
408, ctov:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
409, ctov:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 5
410, ctov:pillager_outpost_badlands, MONSTER, minecraft:evoker, 10, 1, 1
411, ctov:pillager_outpost_badlands, MONSTER, minecraft:vindicator, 10, 1, 3
412, ctov:pillager_outpost_badlands, MONSTER, minecraft:witch, 10, 1, 1
413, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
414, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 1
415, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 10, 1, 1
416, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 10, 1, 1
417, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 10, 1, 1
418, ctov:pillager_outpost_dark_forest, HEADING, header:ignore, 0, 0, 0
419, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:pillager, 10, 1, 1
420, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:evoker, 10, 1, 1
421, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:vindicator, 10, 1, 1
422, ctov:pillager_outpost_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
423, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
424, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
425, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 10, 1, 1
426, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 10, 1, 1
427, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 10, 1, 1
428, ctov:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
429, ctov:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
430, ctov:pillager_outpost_jungle, MONSTER, minecraft:evoker, 10, 1, 1
431, ctov:pillager_outpost_jungle, MONSTER, minecraft:vindicator, 10, 1, 1
432, ctov:pillager_outpost_jungle, MONSTER, minecraft:witch, 10, 1, 1
433, ctov:pillager_outpost_mesa, HEADING, header:ignore, 0, 0, 0
434, ctov:pillager_outpost_mesa, MONSTER, minecraft:pillager, 10, 1, 5
435, ctov:pillager_outpost_mesa, MONSTER, minecraft:evoker, 10, 1, 1
436, ctov:pillager_outpost_mesa, MONSTER, minecraft:vindicator, 10, 1, 3
437, ctov:pillager_outpost_mesa, MONSTER, minecraft:witch, 10, 1, 1
438, ctov:pillager_outpost_mountain, HEADING, header:ignore, 0, 0, 0
439, ctov:pillager_outpost_mountain, MONSTER, minecraft:pillager, 10, 1, 1
440, ctov:pillager_outpost_mountain, MONSTER, minecraft:evoker, 10, 1, 1
441, ctov:pillager_outpost_mountain, MONSTER, minecraft:vindicator, 10, 1, 1
442, ctov:pillager_outpost_mountain, MONSTER, minecraft:witch, 10, 1, 1
443, ctov:pillager_outpost_plains, HEADING, header:ignore, 0, 0, 0
444, ctov:pillager_outpost_plains, MONSTER, minecraft:pillager, 10, 1, 1
445, ctov:pillager_outpost_plains, MONSTER, minecraft:evoker, 10, 1, 1
446, ctov:pillager_outpost_plains, MONSTER, minecraft:vindicator, 10, 1, 1
447, ctov:pillager_outpost_plains, MONSTER, minecraft:witch, 10, 1, 1
448, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
449, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 1
450, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 10, 1, 1
451, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 10, 1, 1
452, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 10, 1, 1
453, ctov:pillager_outpost_snowy, HEADING, header:ignore, 0, 0, 0
454, ctov:pillager_outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
455, ctov:pillager_outpost_snowy, MONSTER, minecraft:evoker, 10, 1, 1
456, ctov:pillager_outpost_snowy, MONSTER, minecraft:vindicator, 10, 1, 1
457, ctov:pillager_outpost_snowy, MONSTER, minecraft:witch, 10, 1, 1
458, ctov:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
459, ctov:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 1
460, ctov:pillager_outpost_swamp, MONSTER, minecraft:evoker, 10, 1, 1
461, ctov:pillager_outpost_swamp, MONSTER, minecraft:vindicator, 10, 1, 1
462, ctov:pillager_outpost_swamp, MONSTER, minecraft:witch, 10, 1, 1
463, ctov:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
464, ctov:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
465, ctov:pillager_outpost_taiga, MONSTER, minecraft:evoker, 10, 1, 1
466, ctov:pillager_outpost_taiga, MONSTER, minecraft:vindicator, 10, 1, 1
467, ctov:pillager_outpost_taiga, MONSTER, minecraft:witch, 10, 1, 1
468, galosphere:pink_salt_shrine, HEADING, header:ignore, 0, 0, 0
469, dungeons_enhanced:pirate_ship, HEADING, header:ignore, 0, 0, 0
470, dungeons_enhanced:pirate_ship, MONSTER, minecraft:pillager, 10, 3, 4
471, dungeons_enhanced:pirate_ship, MONSTER, minecraft:vindicator, 10, 1, 2
472, the_bumblezone:pirate_ship, HEADING, header:ignore, 0, 0, 0
473, mes:placid_prairie, HEADING, header:ignore, 0, 0, 0
474, lost_aether_content:platinum_dungeon, HEADING, header:ignore, 0, 0, 0
475, the_bumblezone:pollinated_stream, HEADING, header:ignore, 0, 0, 0
476, formationsnether:quartz_spikes, HEADING, header:ignore, 0, 0, 0
477, formationsoverworld:raft, HEADING, header:ignore, 0, 0, 0
478, mvs:railway, HEADING, header:ignore, 0, 0, 0
479, bovinesandbuttercups:ranch, HEADING, header:ignore, 0, 0, 0
480, idas:redhorn_guild, HEADING, header:ignore, 0, 0, 0
481, formationsnether:respawn_anchor_altar, HEADING, header:ignore, 0, 0, 0
482, stellarity:return_gateways/base_flying, HEADING, header:ignore, 0, 0, 0
483, stellarity:return_gateways/bloody_flying, HEADING, header:ignore, 0, 0, 0
484, stellarity:return_gateways/snowy_flying, HEADING, header:ignore, 0, 0, 0
485, formationsnether:rib_cage, HEADING, header:ignore, 0, 0, 0
486, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
487, dungeons_enhanced:ruined_building, HEADING, header:ignore, 0, 0, 0
488, mes:ruined_pillar, HEADING, header:ignore, 0, 0, 0
489, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
490, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
491, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
492, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
493, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
494, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
495, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
496, mvs:ruins/castle_ruins, HEADING, header:ignore, 0, 0, 0
497, mvs:ruins/log_ruin, HEADING, header:ignore, 0, 0, 0
498, mvs:ruins/ruined_beacon, HEADING, header:ignore, 0, 0, 0
499, mvs:ruins/small_ruin, HEADING, header:ignore, 0, 0, 0
500, mvs:ruins/statue_ruins, HEADING, header:ignore, 0, 0, 0
501, mvs:ruins/stone_pillars, HEADING, header:ignore, 0, 0, 0
502, mvs:ruins/tree_monument, HEADING, header:ignore, 0, 0, 0
503, idas:ruins_of_the_deep, HEADING, header:ignore, 0, 0, 0
504, betterarcheology:ruins_sand, HEADING, header:ignore, 0, 0, 0
505, the_bumblezone:sempiternal_sanctum_blue, HEADING, header:ignore, 0, 0, 0
506, the_bumblezone:sempiternal_sanctum_green, HEADING, header:ignore, 0, 0, 0
507, the_bumblezone:sempiternal_sanctum_purple, HEADING, header:ignore, 0, 0, 0
508, the_bumblezone:sempiternal_sanctum_red, HEADING, header:ignore, 0, 0, 0
509, the_bumblezone:sempiternal_sanctum_white, HEADING, header:ignore, 0, 0, 0
510, the_bumblezone:sempiternal_sanctum_yellow, HEADING, header:ignore, 0, 0, 0
511, mvs:shed, HEADING, header:ignore, 0, 0, 0
512, medieval_buildings:ship, HEADING, header:ignore, 0, 0, 0
513, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
514, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
515, aether:silver_dungeon, HEADING, header:ignore, 0, 0, 0
516, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
517, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 12
518, ctov:small/village_beach, HEADING, header:ignore, 0, 0, 0
519, ctov:small/village_beach, CREATURE, mythicmounts:firebird, 30, 1, 1
520, ctov:small/village_dark_forest, HEADING, header:ignore, 0, 0, 0
521, ctov:small/village_dark_forest, CREATURE, mythicmounts:firebird, 30, 1, 1
522, ctov:small/village_desert, HEADING, header:ignore, 0, 0, 0
523, ctov:small/village_desert, CREATURE, mythicmounts:firebird, 30, 1, 1
524, ctov:small/village_jungle, HEADING, header:ignore, 0, 0, 0
525, ctov:small/village_jungle, CREATURE, mythicmounts:firebird, 30, 1, 1
526, ctov:small/village_mesa, HEADING, header:ignore, 0, 0, 0
527, ctov:small/village_mesa, CREATURE, mythicmounts:firebird, 30, 1, 1
528, ctov:small/village_mountain, HEADING, header:ignore, 0, 0, 0
529, ctov:small/village_mountain, CREATURE, mythicmounts:firebird, 30, 1, 1
530, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
531, ctov:small/village_mushroom, CREATURE, mythicmounts:firebird, 30, 1, 1
532, ctov:small/village_plains, HEADING, header:ignore, 0, 0, 0
533, ctov:small/village_plains, CREATURE, mythicmounts:firebird, 30, 1, 1
534, ctov:small/village_savanna, HEADING, header:ignore, 0, 0, 0
535, ctov:small/village_savanna, CREATURE, mythicmounts:firebird, 30, 1, 1
536, ctov:small/village_snowy, HEADING, header:ignore, 0, 0, 0
537, ctov:small/village_snowy, CREATURE, mythicmounts:firebird, 30, 1, 1
538, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
539, ctov:small/village_swamp, CREATURE, mythicmounts:firebird, 30, 1, 1
540, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
541, ctov:small/village_taiga, CREATURE, mythicmounts:firebird, 30, 1, 1
542, ctov:small/village_underground, HEADING, header:ignore, 0, 0, 0
543, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
544, formationsnether:small_fire_arena, HEADING, header:ignore, 0, 0, 0
545, formationsoverworld:small_house, HEADING, header:ignore, 0, 0, 0
546, formationsnether:small_lava_arena, HEADING, header:ignore, 0, 0, 0
547, formationsnether:small_lava_shrine, HEADING, header:ignore, 0, 0, 0
548, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
549, formationsnether:small_pedestal, HEADING, header:ignore, 0, 0, 0
550, mvs:small_pillager_tower, HEADING, header:ignore, 0, 0, 0
551, mvs:small_ship, HEADING, header:ignore, 0, 0, 0
552, formationsoverworld:small_statue, HEADING, header:ignore, 0, 0, 0
553, formationsoverworld:small_temple, HEADING, header:ignore, 0, 0, 0
554, idas:snifferhenge, HEADING, header:ignore, 0, 0, 0
555, formationsnether:sphere_cage, HEADING, header:ignore, 0, 0, 0
556, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
557, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 80, 4, 12
558, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 50, 4, 8
559, verdantvibes:spruce_overgrown_hut, HEADING, header:ignore, 0, 0, 0
560, dungeons_enhanced:stables, HEADING, header:ignore, 0, 0, 0
561, mvs:stall/blue_stall, HEADING, header:ignore, 0, 0, 0
562, mvs:stall/orange_stall, HEADING, header:ignore, 0, 0, 0
563, mvs:stall/pink_stall, HEADING, header:ignore, 0, 0, 0
564, mvs:stall/red_stall, HEADING, header:ignore, 0, 0, 0
565, mes:starlight_voyager, HEADING, header:ignore, 0, 0, 0
566, the_bumblezone:stinger_spear_shrine, HEADING, header:ignore, 0, 0, 0
567, mvs:stone_fountain, HEADING, header:ignore, 0, 0, 0
568, formationsoverworld:stone_ore_spikes, HEADING, header:ignore, 0, 0, 0
569, formationsoverworld:stone_tower, HEADING, header:ignore, 0, 0, 0
570, betterarcheology:stonehenge_grassy, HEADING, header:ignore, 0, 0, 0
571, eidolon:stray_tower, HEADING, header:ignore, 0, 0, 0
572, eidolon:stray_tower, MONSTER, minecraft:stray, 30, 1, 5
573, integrated_stronghold:stronghold, HEADING, header:ignore, 0, 0, 0
574, integrated_stronghold:stronghold, MONSTER, minecraft:silverfish, 10, 1, 2
575, integrated_stronghold:stronghold, MONSTER, minecraft:enderman, 10, 1, 1
576, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
577, minecraft:stronghold, MONSTER, minecraft:pillager, 10, 4, 4
578, minecraft:stronghold, MONSTER, minecraft:vindicator, 10, 4, 4
579, minecraft:stronghold, MONSTER, minecraft:evoker, 10, 1, 2
580, minecraft:stronghold, MONSTER, minecraft:witch, 10, 4, 4
581, minecraft:stronghold, MONSTER, minecraft:illusioner, 10, 3, 3
582, the_bumblezone:subway, HEADING, header:ignore, 0, 0, 0
583, idas:sunken_ship/sunken_ship, HEADING, header:ignore, 0, 0, 0
584, idas:sunken_ship/sunken_ship, MONSTER, quark:wraith, 10, 1, 2
585, idas:sunken_ship/sunken_ship_coral, HEADING, header:ignore, 0, 0, 0
586, idas:sunken_ship/sunken_ship_coral, MONSTER, quark:wraith, 10, 1, 2
587, idas:sunken_ship/sunken_ship_ruins, HEADING, header:ignore, 0, 0, 0
588, dungeons_enhanced:sunken_shrine, HEADING, header:ignore, 0, 0, 0
589, mvs:sunzi_gate, HEADING, header:ignore, 0, 0, 0
590, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
591, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 1
592, minecraft:swamp_hut, CREATURE, minecraft:cat, 10, 1, 1
593, structory:swamp_ruin, HEADING, header:ignore, 0, 0, 0
594, structory:taiga_ruin_surface, HEADING, header:ignore, 0, 0, 0
595, structory:taiga_ruin_underground, HEADING, header:ignore, 0, 0, 0
596, dungeons_enhanced:tall_witch_hut, HEADING, header:ignore, 0, 0, 0
597, betterarcheology:temple_jungle, HEADING, header:ignore, 0, 0, 0
598, the_bumblezone:throne_pillar, HEADING, header:ignore, 0, 0, 0
599, idas:tinkers_workshop, HEADING, header:ignore, 0, 0, 0
600, formationsoverworld:tiny_house, HEADING, header:ignore, 0, 0, 0
601, medieval_buildings:tower, HEADING, header:ignore, 0, 0, 0
602, dungeons_enhanced:tower_of_the_undead, HEADING, header:ignore, 0, 0, 0
603, formationsoverworld:tower_remnant, HEADING, header:ignore, 0, 0, 0
604, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
605, dungeons_enhanced:tree_house, HEADING, header:ignore, 0, 0, 0
606, idas:tree_of_wisdom, HEADING, header:ignore, 0, 0, 0
607, idas:treetop_tavern, HEADING, header:ignore, 0, 0, 0
608, qrafty:tsumago, HEADING, header:ignore, 0, 0, 0
609, betterarcheology:tumulus_grassy, HEADING, header:ignore, 0, 0, 0
610, idas:underground_camp/underground_camp, HEADING, header:ignore, 0, 0, 0
611, idas:underground_camp/underground_camp_deep, HEADING, header:ignore, 0, 0, 0
612, hopo:underwater/underwater_city, HEADING, header:ignore, 0, 0, 0
613, hopo:underwater/underwater_fossils, HEADING, header:ignore, 0, 0, 0
614, hopo:underwater/underwater_small_ruins, HEADING, header:ignore, 0, 0, 0
615, hopo:underwater/underwater_warm_small_ruins, HEADING, header:ignore, 0, 0, 0
616, betterarcheology:underwater_0, HEADING, header:ignore, 0, 0, 0
617, betterarcheology:underwater_1, HEADING, header:ignore, 0, 0, 0
618, betterarcheology:underwater_2, HEADING, header:ignore, 0, 0, 0
619, betterarcheology:underwater_3, HEADING, header:ignore, 0, 0, 0
620, stellarity:village, HEADING, header:ignore, 0, 0, 0
621, stellarity:village, CREATURE, mythicmounts:firebird, 30, 1, 1
622, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
623, minecraft:village_desert, CREATURE, mythicmounts:firebird, 30, 1, 1
624, minecraft:village_meadow, HEADING, header:ignore, 0, 0, 0
625, minecraft:village_meadow, CREATURE, mythicmounts:firebird, 30, 1, 1
626, joshie:village_ocean, HEADING, header:ignore, 0, 0, 0
627, joshie:village_ocean, CREATURE, mythicmounts:firebird, 30, 1, 1
628, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
629, minecraft:village_plains, CREATURE, mythicmounts:firebird, 30, 1, 1
630, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
631, minecraft:village_savanna, CREATURE, mythicmounts:firebird, 30, 1, 1
632, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
633, minecraft:village_snowy, CREATURE, mythicmounts:firebird, 30, 1, 1
634, swampier_swamps:village_swamp, HEADING, header:ignore, 0, 0, 0
635, swampier_swamps:village_swamp, CREATURE, mythicmounts:firebird, 30, 1, 1
636, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
637, minecraft:village_taiga, CREATURE, mythicmounts:firebird, 30, 1, 1
638, betterarcheology:villager_grave, HEADING, header:ignore, 0, 0, 0
639, formationsoverworld:wagon, HEADING, header:ignore, 0, 0, 0
640, idas:washing_camp, HEADING, header:ignore, 0, 0, 0
641, dungeons_enhanced:watch_tower, HEADING, header:ignore, 0, 0, 0
642, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
643, formationsoverworld:well, HEADING, header:ignore, 0, 0, 0
644, mvs:well/rare_well, HEADING, header:ignore, 0, 0, 0
645, mvs:well/small_copper_well, HEADING, header:ignore, 0, 0, 0
646, mvs:well/small_tower_well, HEADING, header:ignore, 0, 0, 0
647, mvs:well/small_well, HEADING, header:ignore, 0, 0, 0
648, mvs:well/well, HEADING, header:ignore, 0, 0, 0
649, mvs:well/wells/acacia_well, HEADING, header:ignore, 0, 0, 0
650, mvs:well/wells/birch_well, HEADING, header:ignore, 0, 0, 0
651, mvs:well/wells/dark_oak_well, HEADING, header:ignore, 0, 0, 0
652, mvs:well/wells/desert_well, HEADING, header:ignore, 0, 0, 0
653, mvs:well/wells/end_well, HEADING, header:ignore, 0, 0, 0
654, mvs:well/wells/jungle_well, HEADING, header:ignore, 0, 0, 0
655, mvs:well/wells/mushroom_well, HEADING, header:ignore, 0, 0, 0
656, mvs:well/wells/nether_well, HEADING, header:ignore, 0, 0, 0
657, mvs:well/wells/oak_well, HEADING, header:ignore, 0, 0, 0
658, mvs:well/wells/rocky_well, HEADING, header:ignore, 0, 0, 0
659, mvs:well/wells/snowy_well, HEADING, header:ignore, 0, 0, 0
660, mvs:well/wells/spruce_well, HEADING, header:ignore, 0, 0, 0
661, idas:winter_wagon, HEADING, header:ignore, 0, 0, 0
662, betterwitchhuts:witch_circle, HEADING, header:ignore, 0, 0, 0
663, betterwitchhuts:witch_circle, MONSTER, minecraft:witch, 10, 1, 1
664, betterwitchhuts:witch_circle, CREATURE, minecraft:cat, 10, 1, 1
665, betterwitchhuts:witch_hut, HEADING, header:ignore, 0, 0, 0
666, betterwitchhuts:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
667, betterwitchhuts:witch_hut, CREATURE, minecraft:cat, 10, 1, 1
668, dungeons_enhanced:witch_tower, HEADING, header:ignore, 0, 0, 0
669, formationsoverworld:witch_tower, HEADING, header:ignore, 0, 0, 0
670, idas:witches_treestump, HEADING, header:ignore, 0, 0, 0
671, idas:witches_treestump, MONSTER, minecraft:witch, 10, 1, 1
672, idas:witches_treestump, CREATURE, minecraft:cat, 10, 1, 1
673, idas:wizard_tower, HEADING, header:ignore, 0, 0, 0
674, species:wraptor_coop, HEADING, header:ignore, 0, 0, 0
675, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
676, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 12
