1, none, deep_aether:aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
1709, swamp, regions_unexplored:fen, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
1710, swamp, regions_unexplored:fen, AMBIENT, mythicmounts:dragon, 10, 1, 1
1711, swamp, regions_unexplored:fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1712, swamp, regions_unexplored:fen, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1713, swamp, regions_unexplored:fen, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1714, swamp, regions_unexplored:fen, WATER_AMBIENT, unusualprehistory:beelz_tadpole, 10, 3, 6
1715, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1716, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1717, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1718, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1719, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1720, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1721, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1722, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1723, swamp, regions_unexplored:fen, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1724, swamp, regions_unexplored:fen, rascals, friendsandfoes:rascal, 10, 1, 1
1725, the_end, far_end:flesh_tundra, MONSTER, minecraft:cave_spider, 20, 2, 3
1726, the_end, far_end:flesh_tundra, MONSTER, minecraft:zombified_piglin, 42, 4, 4
1727, the_end, far_end:flesh_tundra, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
1728, none, the_bumblezone:floral_meadow, MONSTER, minecraft:slime, 20, 1, 1
1729, none, the_bumblezone:floral_meadow, MONSTER, the_bumblezone:rootmin, 10, 1, 1
1730, none, the_bumblezone:floral_meadow, MONSTER, minecraft:enderman, 5, 1, 1
1731, none, the_bumblezone:floral_meadow, MONSTER, minecraft:phantom, 10, 1, 1
1732, none, the_bumblezone:floral_meadow, CREATURE, minecraft:bee, 50, 4, 8
1733, none, the_bumblezone:floral_meadow, CREATURE, the_bumblezone:honey_slime, 10, 1, 3
1734, none, the_bumblezone:floral_meadow, CREATURE, the_bumblezone:beehemoth, 15, 1, 1
1735, none, the_bumblezone:floral_meadow, CREATURE, the_bumblezone:variant_bee, 15, 1, 2
1736, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1737, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1738, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1739, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1740, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1741, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1742, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1743, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1744, none, the_bumblezone:floral_meadow, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1745, none, regions_unexplored:flower_fields, MONSTER, minecraft:spider, 80, 4, 4
1746, none, regions_unexplored:flower_fields, MONSTER, minecraft:zombie, 80, 4, 4
1747, none, regions_unexplored:flower_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
1748, none, regions_unexplored:flower_fields, MONSTER, minecraft:skeleton, 80, 4, 4
1749, none, regions_unexplored:flower_fields, MONSTER, minecraft:creeper, 80, 4, 4
1750, none, regions_unexplored:flower_fields, MONSTER, minecraft:slime, 80, 4, 4
1751, none, regions_unexplored:flower_fields, MONSTER, minecraft:enderman, 5, 1, 4
1752, none, regions_unexplored:flower_fields, MONSTER, minecraft:witch, 5, 1, 1
1753, none, regions_unexplored:flower_fields, MONSTER, eidolon:zombie_brute, 60, 1, 3
1754, none, regions_unexplored:flower_fields, MONSTER, eidolon:wraith, 60, 1, 3
1755, none, regions_unexplored:flower_fields, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1756, none, regions_unexplored:flower_fields, CREATURE, minecraft:sheep, 12, 4, 4
1757, none, regions_unexplored:flower_fields, CREATURE, minecraft:pig, 10, 4, 4
1758, none, regions_unexplored:flower_fields, CREATURE, minecraft:chicken, 10, 4, 4
1759, none, regions_unexplored:flower_fields, CREATURE, minecraft:cow, 10, 4, 4
1760, none, regions_unexplored:flower_fields, CREATURE, minecraft:horse, 10, 2, 6
1761, none, regions_unexplored:flower_fields, CREATURE, minecraft:donkey, 10, 1, 3
1762, none, regions_unexplored:flower_fields, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1763, none, regions_unexplored:flower_fields, CREATURE, mythicmounts:firebird, 10, 1, 1
1764, none, regions_unexplored:flower_fields, CREATURE, earthmobsmod:fancy_chicken, 10, 3, 6
1765, none, regions_unexplored:flower_fields, CREATURE, earthmobsmod:duck, 10, 3, 6
1766, none, regions_unexplored:flower_fields, CREATURE, earthmobsmod:albino_cow, 10, 3, 6
1767, none, regions_unexplored:flower_fields, CREATURE, earthmobsmod:cream_cow, 10, 3, 6
1768, none, regions_unexplored:flower_fields, CREATURE, earthmobsmod:teacup_pig, 10, 3, 6
1769, none, regions_unexplored:flower_fields, CREATURE, minecraft:pig, 30, 1, 1
1770, none, regions_unexplored:flower_fields, CREATURE, unusualprehistory:mammoth, 10, 3, 4
1771, none, regions_unexplored:flower_fields, CREATURE, butterflies:morpho, 10, 1, 2
1772, none, regions_unexplored:flower_fields, CREATURE, butterflies:forester, 10, 1, 2
1773, none, regions_unexplored:flower_fields, CREATURE, butterflies:common, 10, 1, 2
1774, none, regions_unexplored:flower_fields, CREATURE, butterflies:emperor, 10, 1, 2
1775, none, regions_unexplored:flower_fields, CREATURE, butterflies:hairstreak, 10, 1, 2
1776, none, regions_unexplored:flower_fields, CREATURE, butterflies:rainbow, 10, 1, 2
1777, none, regions_unexplored:flower_fields, CREATURE, butterflies:heath, 10, 1, 2
1778, none, regions_unexplored:flower_fields, CREATURE, butterflies:glasswing, 10, 1, 2
1779, none, regions_unexplored:flower_fields, CREATURE, butterflies:chalkhill, 10, 1, 2
1780, none, regions_unexplored:flower_fields, CREATURE, butterflies:swallowtail, 10, 1, 2
1781, none, regions_unexplored:flower_fields, CREATURE, butterflies:monarch, 10, 1, 2
1782, none, regions_unexplored:flower_fields, CREATURE, butterflies:cabbage, 10, 1, 2
1783, none, regions_unexplored:flower_fields, CREATURE, butterflies:admiral, 10, 1, 2
1784, none, regions_unexplored:flower_fields, CREATURE, butterflies:longwing, 10, 1, 2
1785, none, regions_unexplored:flower_fields, CREATURE, butterflies:clipper, 10, 1, 2
1786, none, regions_unexplored:flower_fields, CREATURE, butterflies:buckeye, 10, 1, 2
1787, none, regions_unexplored:flower_fields, AMBIENT, minecraft:bat, 10, 8, 8
1788, none, regions_unexplored:flower_fields, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
1789, none, regions_unexplored:flower_fields, AMBIENT, mythicmounts:dragon, 10, 1, 1
1790, none, regions_unexplored:flower_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1791, none, regions_unexplored:flower_fields, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1792, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1793, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1794, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1795, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1796, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1797, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1798, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1799, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1800, none, regions_unexplored:flower_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1801, none, regions_unexplored:flower_fields, rascals, friendsandfoes:rascal, 10, 1, 1
1802, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
1803, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
1804, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1805, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1806, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
1807, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
1808, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
1809, forest, minecraft:flower_forest, MONSTER, eidolon:zombie_brute, 60, 1, 3
1810, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:flower_fields_enderman, 10, 1, 4
1811, forest, minecraft:flower_forest, MONSTER, eidolon:wraith, 60, 1, 3
1812, forest, minecraft:flower_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
1813, forest, minecraft:flower_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1814, forest, minecraft:flower_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
1815, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
1816, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
1817, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
1818, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
1819, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1820, forest, minecraft:flower_forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
1821, forest, minecraft:flower_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1822, forest, minecraft:flower_forest, CREATURE, unusualprehistory:anuro, 10, 2, 4
1823, forest, minecraft:flower_forest, CREATURE, friendsandfoes:moobloom, 10, 2, 4
1824, forest, minecraft:flower_forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
1825, forest, minecraft:flower_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
1826, forest, minecraft:flower_forest, CREATURE, eidolon:raven, 10, 2, 4
1827, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 2, 3
1828, forest, minecraft:flower_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
1829, forest, minecraft:flower_forest, CREATURE, species:limpet, 10, 1, 1
1830, forest, minecraft:flower_forest, CREATURE, earthmobsmod:moobloom, 10, 3, 4
1831, forest, minecraft:flower_forest, CREATURE, earthmobsmod:moolip, 10, 3, 4
1832, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 30, 1, 1
1833, forest, minecraft:flower_forest, CREATURE, butterflies:morpho, 10, 1, 2
1834, forest, minecraft:flower_forest, CREATURE, butterflies:forester, 10, 1, 2
1835, forest, minecraft:flower_forest, CREATURE, butterflies:common, 10, 1, 2
1836, forest, minecraft:flower_forest, CREATURE, butterflies:emperor, 10, 1, 2
1837, forest, minecraft:flower_forest, CREATURE, butterflies:hairstreak, 10, 1, 2
1838, forest, minecraft:flower_forest, CREATURE, butterflies:rainbow, 10, 1, 2
1839, forest, minecraft:flower_forest, CREATURE, butterflies:heath, 10, 1, 2
1840, forest, minecraft:flower_forest, CREATURE, butterflies:glasswing, 10, 1, 2
1841, forest, minecraft:flower_forest, CREATURE, butterflies:chalkhill, 10, 1, 2
1842, forest, minecraft:flower_forest, CREATURE, butterflies:swallowtail, 10, 1, 2
1843, forest, minecraft:flower_forest, CREATURE, butterflies:monarch, 10, 1, 2
1844, forest, minecraft:flower_forest, CREATURE, butterflies:cabbage, 10, 1, 2
1845, forest, minecraft:flower_forest, CREATURE, butterflies:admiral, 10, 1, 2
1846, forest, minecraft:flower_forest, CREATURE, butterflies:longwing, 10, 1, 2
1847, forest, minecraft:flower_forest, CREATURE, butterflies:clipper, 10, 1, 2
1848, forest, minecraft:flower_forest, CREATURE, butterflies:buckeye, 10, 1, 2
1849, forest, minecraft:flower_forest, CREATURE, quark:stoneling, 10, 1, 1
1850, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
1851, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1852, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1853, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1854, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1855, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1856, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1857, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1858, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1859, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1860, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1861, forest, minecraft:flower_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1862, forest, minecraft:flower_forest, rascals, friendsandfoes:rascal, 10, 1, 1
1863, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
1864, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
1865, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1866, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
1867, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
1868, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
1869, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
1870, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
1871, forest, minecraft:forest, MONSTER, eidolon:zombie_brute, 60, 1, 3
1872, forest, minecraft:forest, MONSTER, eidolon:wraith, 60, 1, 3
1873, forest, minecraft:forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1874, forest, minecraft:forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
1875, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
1876, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 4, 4
1877, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
1878, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 4, 4
1879, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
1880, forest, minecraft:forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
1881, forest, minecraft:forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1882, forest, minecraft:forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
1883, forest, minecraft:forest, CREATURE, meadow:wooly_cow, 10, 2, 3
1884, forest, minecraft:forest, CREATURE, eidolon:raven, 10, 2, 4
1885, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 2, 3
1886, forest, minecraft:forest, CREATURE, mythicmounts:firebird, 10, 1, 1
1887, forest, minecraft:forest, CREATURE, meadow:brown_bear, 10, 2, 3
1888, forest, minecraft:forest, CREATURE, species:limpet, 10, 1, 1
1889, forest, minecraft:forest, CREATURE, minecraft:pig, 30, 1, 1
1890, forest, minecraft:forest, CREATURE, quark:stoneling, 10, 1, 1
1891, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
1892, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1893, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1894, forest, minecraft:forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1895, forest, minecraft:forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1896, forest, minecraft:forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1897, forest, minecraft:forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1898, forest, minecraft:forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1899, forest, minecraft:forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1900, forest, minecraft:forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1901, forest, minecraft:forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1902, forest, minecraft:forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1903, forest, minecraft:forest, rascals, friendsandfoes:rascal, 10, 1, 1
1904, none, aether_redux:frosted_forests, CREATURE, aether:phyg, 10, 3, 4
1905, none, aether_redux:frosted_forests, CREATURE, aether:sheepuff, 12, 3, 4
1906, none, aether_redux:frosted_forests, CREATURE, aether:flying_cow, 12, 2, 5
1907, none, aether_redux:frosted_forests, CREATURE, aether:aerbunny, 11, 3, 3
1908, none, aether_redux:frosted_forests, CREATURE, aether:moa, 10, 1, 3
1909, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1910, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1911, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1912, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1913, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1914, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1915, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1916, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1917, none, aether_redux:frosted_forests, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1918, none, aether_redux:frosted_forests, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
1919, none, aether_redux:frosted_forests, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
1920, none, aether_redux:frosted_forests, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
1921, none, aether_redux:frosted_forests, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
1922, none, aether_redux:frosted_forests, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
1923, none, aether_redux:frosted_forests, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
1924, none, aether_redux:frosted_forests, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
1925, none, aether_redux:frosted_forests, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
1926, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1927, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1928, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1929, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1930, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1931, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1932, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1933, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1934, none, fokastudio:frosted_hills, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1935, the_end, stellarity:frosted_hills, MONSTER, minecraft:enderman, 5, 4, 4
1936, the_end, stellarity:frosted_hills, MONSTER, minecraft:skeleton, 20, 3, 4
1937, the_end, stellarity:frosted_hills, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
1938, the_end, stellarity:frosted_hills, MONSTER, endermanoverhaul:end_islands_enderman, 10, 1, 1
1939, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1940, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1941, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1942, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1943, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1944, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1945, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1946, ocean, minecraft:frozen_ocean, MONSTER, eidolon:zombie_brute, 60, 1, 3
1947, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1948, ocean, minecraft:frozen_ocean, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1949, ocean, minecraft:frozen_ocean, MONSTER, eidolon:wraith, 60, 1, 3
1950, ocean, minecraft:frozen_ocean, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
1951, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1952, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
1953, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1954, ocean, minecraft:frozen_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
1955, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1956, ocean, minecraft:frozen_ocean, CREATURE, minecraft:pig, 30, 1, 2
1957, ocean, minecraft:frozen_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1958, ocean, minecraft:frozen_ocean, CREATURE, eidolon:slimy_slug, 10, 2, 3
1959, ocean, minecraft:frozen_ocean, CREATURE, unusualprehistory:smilodon, 10, 2, 4
1960, ocean, minecraft:frozen_ocean, CREATURE, mythicmounts:firebird, 10, 1, 1
1961, ocean, minecraft:frozen_ocean, CREATURE, species:limpet, 10, 1, 1
1962, ocean, minecraft:frozen_ocean, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
1963, ocean, minecraft:frozen_ocean, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
1964, ocean, minecraft:frozen_ocean, CREATURE, minecraft:pig, 30, 1, 1
1965, ocean, minecraft:frozen_ocean, CREATURE, unusualprehistory:mammoth, 10, 3, 4
1966, ocean, minecraft:frozen_ocean, CREATURE, quark:stoneling, 10, 1, 1
1967, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1968, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1969, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
1970, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 50, 1, 4
1971, ocean, minecraft:frozen_ocean, WATER_CREATURE, unusualprehistory:ammon, 10, 1, 5
1972, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1973, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
1974, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
1975, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
1976, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1977, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
1978, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1979, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
1980, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1981, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
1982, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
1983, ocean, minecraft:frozen_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
1984, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
1985, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
1986, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1987, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
1988, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
1989, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
1990, extreme_hills, minecraft:frozen_peaks, MONSTER, eidolon:zombie_brute, 60, 1, 3
1991, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1992, extreme_hills, minecraft:frozen_peaks, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
1993, extreme_hills, minecraft:frozen_peaks, MONSTER, eidolon:wraith, 60, 1, 3
1994, extreme_hills, minecraft:frozen_peaks, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
1995, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1996, extreme_hills, minecraft:frozen_peaks, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
1997, extreme_hills, minecraft:frozen_peaks, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
1998, extreme_hills, minecraft:frozen_peaks, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
1999, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
2000, extreme_hills, minecraft:frozen_peaks, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2001, extreme_hills, minecraft:frozen_peaks, CREATURE, eidolon:slimy_slug, 10, 2, 3
2002, extreme_hills, minecraft:frozen_peaks, CREATURE, unusualprehistory:smilodon, 10, 2, 4
2003, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:sheep, 10, 2, 3
2004, extreme_hills, minecraft:frozen_peaks, CREATURE, mythicmounts:firebird, 10, 1, 1
2005, extreme_hills, minecraft:frozen_peaks, CREATURE, species:limpet, 10, 1, 1
2006, extreme_hills, minecraft:frozen_peaks, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
2007, extreme_hills, minecraft:frozen_peaks, CREATURE, earthmobsmod:wooly_cow, 10, 4, 6
2008, extreme_hills, minecraft:frozen_peaks, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
2009, extreme_hills, minecraft:frozen_peaks, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
2010, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:pig, 30, 1, 1
